20190201 052600;1.146810;1.146910;1.146800;1.146860;0
20190201 052700;1.146870;1.146870;1.146750;1.146760;0
20190201 052800;1.146780;1.146900;1.146760;1.146880;0
20190201 052900;1.146870;1.146880;1.146760;1.146870;0
20190201 053000;1.146890;1.146920;1.146810;1.146810;0
20190201 053100;1.146810;1.146910;1.146810;1.146820;0
20190201 053200;1.146820;1.146920;1.146820;1.146860;0
20190201 053300;1.146860;1.146910;1.146800;1.146810;0
20190201 053400;1.146800;1.146820;1.146720;1.146730;0
20190201 053500;1.146730;1.146810;1.146700;1.146770;0
20190201 053600;1.146780;1.146780;1.146670;1.146670;0
20190201 053700;1.146670;1.146770;1.146670;1.146750;0
20190201 053800;1.146740;1.146780;1.146710;1.146750;0
20190201 053900;1.146750;1.146770;1.146650;1.146670;0
20190201 054000;1.146660;1.146760;1.146610;1.146730;0
20190201 054100;1.146740;1.146790;1.146700;1.146710;0
20190201 054200;1.146710;1.146770;1.146640;1.146700;0
20190201 054300;1.146700;1.146700;1.146600;1.146670;0
20190201 054400;1.146670;1.146780;1.146640;1.146720;0
20190201 054500;1.146720;1.146740;1.146690;1.146730;0
20190201 054600;1.146730;1.146920;1.146730;1.146820;0
20190201 054700;1.146820;1.146920;1.146810;1.146920;0
20190201 054800;1.146920;1.146930;1.146870;1.146910;0
20190201 054900;1.146910;1.146940;1.146870;1.146930;0
20190201 055000;1.146910;1.146950;1.146870;1.146870;0
20190201 055100;1.146870;1.146910;1.146790;1.146810;0
20190201 055200;1.146810;1.146810;1.146760;1.146770;0
20190201 055300;1.146770;1.146820;1.146710;1.146710;0
20190201 055400;1.146710;1.146770;1.146660;1.146660;0
20190201 055500;1.146660;1.146660;1.146540;1.146600;0
20190201 055600;1.146600;1.146680;1.146560;1.146560;0
20190201 055700;1.146560;1.146730;1.146560;1.146720;0
20190201 055800;1.146720;1.146720;1.146610;1.146640;0
20190201 055900;1.146650;1.146720;1.146580;1.146720;0
20190201 060000;1.146730;1.146830;1.146690;1.146700;0
20190201 060100;1.146700;1.146820;1.146700;1.146810;0
20190201 060200;1.146810;1.146820;1.146700;1.146760;0
20190201 060300;1.146740;1.146760;1.146710;1.146750;0
20190201 060400;1.146750;1.146900;1.146730;1.146820;0
20190201 060500;1.146810;1.146870;1.146760;1.146780;0
20190201 060600;1.146770;1.146830;1.146760;1.146770;0
20190201 060700;1.146760;1.146770;1.146620;1.146670;0
20190201 060800;1.146660;1.146720;1.146600;1.146630;0
20190201 060900;1.146630;1.146770;1.146630;1.146710;0
20190201 061000;1.146700;1.146730;1.146640;1.146730;0
20190201 061100;1.146730;1.146730;1.146610;1.146620;0
20190201 061200;1.146620;1.146640;1.146510;1.146530;0
20190201 061300;1.146520;1.146620;1.146510;1.146580;0
20190201 061400;1.146600;1.146680;1.146590;1.146660;0
20190201 061500;1.146670;1.146680;1.146650;1.146680;0
20190201 061600;1.146670;1.146730;1.146660;1.146730;0
20190201 061700;1.146730;1.146820;1.146730;1.146770;0
20190201 061800;1.146770;1.146890;1.146770;1.146870;0
20190201 061900;1.146890;1.146940;1.146870;1.146930;0
20190201 062000;1.146930;1.147030;1.146900;1.147020;0
20190201 062100;1.147010;1.147050;1.146890;1.146990;0
20190201 062200;1.146990;1.147070;1.146990;1.147050;0
20190201 062300;1.147060;1.147120;1.147020;1.147110;0
20190201 062400;1.147110;1.147120;1.147020;1.147020;0
20190201 062500;1.147020;1.147130;1.147020;1.147120;0
20190201 062600;1.147130;1.147290;1.147120;1.147280;0
20190201 062700;1.147290;1.147370;1.147170;1.147180;0
20190201 062800;1.147200;1.147380;1.147200;1.147330;0
20190201 062900;1.147330;1.147360;1.147210;1.147210;0
20190201 063000;1.147220;1.147250;1.147190;1.147220;0
20190201 063100;1.147230;1.147280;1.147200;1.147280;0
20190201 063200;1.147270;1.147310;1.147240;1.147260;0
20190201 063300;1.147250;1.147270;1.147210;1.147210;0
20190201 063400;1.147230;1.147370;1.147230;1.147360;0
20190201 063500;1.147370;1.147450;1.147260;1.147260;0
20190201 063600;1.147260;1.147320;1.147200;1.147200;0
20190201 063700;1.147210;1.147270;1.147100;1.147180;0
20190201 063800;1.147180;1.147220;1.147160;1.147190;0
20190201 063900;1.147200;1.147440;1.147200;1.147410;0
20190201 064000;1.147420;1.147430;1.147260;1.147310;0
20190201 064100;1.147300;1.147470;1.147300;1.147350;0
20190201 064200;1.147350;1.147370;1.147210;1.147220;0
20190201 064300;1.147210;1.147280;1.147150;1.147170;0
20190201 064400;1.147160;1.147250;1.147150;1.147220;0
20190201 064500;1.147220;1.147260;1.147180;1.147210;0
20190201 064600;1.147210;1.147230;1.147150;1.147220;0
20190201 064700;1.147220;1.147220;1.147150;1.147160;0
20190201 064800;1.147170;1.147260;1.147120;1.147210;0
20190201 064900;1.147210;1.147380;1.147210;1.147360;0
20190201 065000;1.147370;1.147370;1.147240;1.147260;0
20190201 065100;1.147250;1.147260;1.147160;1.147160;0
20190201 065200;1.147170;1.147230;1.147150;1.147170;0
20190201 065300;1.147150;1.147190;1.147120;1.147180;0
20190201 065400;1.147160;1.147170;1.147100;1.147120;0
20190201 065500;1.147120;1.147120;1.147050;1.147050;0
20190201 065600;1.147050;1.147120;1.147030;1.147060;0
20190201 065700;1.147060;1.147070;1.146930;1.146940;0
20190201 065800;1.146950;1.147000;1.146880;1.146920;0
20190201 065900;1.146920;1.146970;1.146840;1.146970;0
20190201 070000;1.146960;1.146990;1.146860;1.146890;0
20190201 070100;1.146880;1.147000;1.146860;1.146950;0
20190201 070200;1.146930;1.146930;1.146750;1.146790;0
20190201 070300;1.146780;1.146800;1.146670;1.146700;0
20190201 070400;1.146700;1.146710;1.146640;1.146670;0
20190201 070500;1.146670;1.146720;1.146650;1.146650;0
20190201 070600;1.146660;1.146670;1.146600;1.146610;0
20190201 070700;1.146620;1.146700;1.146580;1.146700;0
20190201 070800;1.146680;1.146840;1.146640;1.146800;0
20190201 070900;1.146800;1.146820;1.146710;1.146760;0
20190201 071000;1.146760;1.146770;1.146700;1.146720;0
20190201 071100;1.146720;1.146730;1.146510;1.146570;0
20190201 071200;1.146570;1.146690;1.146550;1.146560;0
20190201 071300;1.146570;1.146580;1.146500;1.146570;0
20190201 071400;1.146580;1.146580;1.146510;1.146510;0
20190201 071500;1.146510;1.146590;1.146450;1.146580;0
20190201 071600;1.146560;1.146660;1.146560;1.146610;0
20190201 071700;1.146620;1.146680;1.146490;1.146490;0
20190201 071800;1.146490;1.146570;1.146470;1.146540;0
20190201 071900;1.146560;1.146630;1.146510;1.146610;0
20190201 072000;1.146610;1.146870;1.146610;1.146810;0
20190201 072100;1.146810;1.146920;1.146760;1.146860;0
20190201 072200;1.146860;1.147030;1.146830;1.147020;0
20190201 072300;1.147030;1.147070;1.146980;1.146990;0
20190201 072400;1.147000;1.147000;1.146850;1.146940;0
20190201 072500;1.146950;1.147020;1.146910;1.147020;0
20190201 072600;1.147020;1.147030;1.146950;1.146960;0
20190201 072700;1.146960;1.147010;1.146940;1.147000;0
20190201 072800;1.147000;1.147020;1.146930;1.146960;0
20190201 072900;1.146970;1.146990;1.146900;1.146940;0
20190201 073000;1.146940;1.146990;1.146890;1.146970;0
20190201 073100;1.146970;1.147010;1.146880;1.146960;0
20190201 073200;1.146960;1.147160;1.146950;1.147060;0
20190201 073300;1.147060;1.147130;1.147040;1.147060;0
20190201 073400;1.147050;1.147070;1.146890;1.146900;0
20190201 073500;1.146900;1.146940;1.146750;1.146780;0
20190201 073600;1.146800;1.146910;1.146800;1.146820;0
20190201 073700;1.146820;1.146900;1.146810;1.146820;0
20190201 073800;1.146820;1.146920;1.146800;1.146920;0
20190201 073900;1.146920;1.146920;1.146840;1.146870;0
20190201 074000;1.146880;1.146910;1.146820;1.146820;0
20190201 074100;1.146810;1.146870;1.146790;1.146820;0
20190201 074200;1.146820;1.146980;1.146770;1.146950;0
20190201 074300;1.146950;1.146960;1.146700;1.146720;0
20190201 074400;1.146720;1.146880;1.146710;1.146860;0
20190201 074500;1.146870;1.146880;1.146700;1.146830;0
20190201 074600;1.146830;1.146860;1.146700;1.146710;0
20190201 074700;1.146710;1.146820;1.146600;1.146820;0
20190201 074800;1.146810;1.146850;1.146750;1.146760;0
20190201 074900;1.146760;1.146920;1.146740;1.146760;0
20190201 075000;1.146750;1.146770;1.146690;1.146700;0
20190201 075100;1.146710;1.146770;1.146650;1.146760;0
20190201 075200;1.146760;1.146860;1.146760;1.146820;0
20190201 075300;1.146810;1.146820;1.146660;1.146660;0
20190201 075400;1.146660;1.146670;1.146600;1.146600;0
20190201 075500;1.146610;1.146760;1.146600;1.146660;0
20190201 075600;1.146650;1.146730;1.146610;1.146720;0
20190201 075700;1.146710;1.146730;1.146610;1.146610;0
20190201 075800;1.146620;1.146710;1.146530;1.146560;0
20190201 075900;1.146580;1.146930;1.146570;1.146870;0
20190201 080000;1.146870;1.147130;1.146850;1.147080;0
20190201 080100;1.147070;1.147080;1.146810;1.146870;0
